"","bd","soc","ph_cacl2","sand","clay","depth","structsize","structtype","surf_geology","province","hzn_desg"
"38511",1.5,1.2,6.800000191,44.3,12.9,4,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"115950",1.4,0.4,4.400000095,32.4,39,142,"fine and medium","angular blocky","alluvial sediments, thick","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"16525",1.3,0.5,7.5,24.4,16,92,"fine","subangular blocky","alluvial sediments, thin","lower mississippi riverine forest province","B"
"136754",1.7,0.5,4.199999809,16.2,27.9,69.5,"medium","blocky","colluvial sediments, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"22706",1.5,0.8,7.199999809,40.3,40.5,29.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"107607",1.6,0.2,4.300000191,54.1,28,39,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","outer coastal plain mixed forest province","Bt"
"197325",1.8,0.3,4.5,80.3,3.2,123.5,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thick","laurentian mixed forest province","E"
"32833",1.5,0.5,7.300000191,50.1,27.8,85.5,"fine and medium","subangular blocky","alluvial sediments, thin","southwest plateau and plains dry steppe and shrub province","Bt"
"74922",1.5,0.7,7.699999809,63.4,13,21,"medium","prismatic","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","B"
"135848",1.2,1,7.300000191,31.3,41.2,21.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","intermountain semi-desert and desert province","Bt"
"192762",1.4,0.8,5.199999809,19.7,17.6,43.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","cascade mixed forest-coniferous forest-alpine meadow province","BA"
"16166",1.4,1.3,7.199999809,15.6,42.3,22.5,"fine","subangular blocky","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","B"
"110492",1.5,0.5,4.199999809,21,26.6,53,"fine","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"16925",1.6,0.5,4.599999905,33.6,6.8,21.5,"fine","subangular blocky","alluvial sediments, thin","lower mississippi riverine forest province","Ap"
"158661",1.8,0.5,6.199999809,52.2,17.2,32,"medium","subangular blocky","proglacial sediments, mostly coarse-grained, thick","eastern broadleaf forest (continental) province","Bt"
"149304",1.7,0.4,4.199999809,40.5,16.1,53.5,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (oceanic) province","B"
"139018",1.5,0.3,3.900000095,7.6,38.9,109.5,"medium","platy","residual materials developed in bedrock, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"130319",1.2,0.3,4.5,52.6,26.3,108,"thin","platy","residual materials developed in sedimentary rocks, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"169533",1,1.3,4.400000095,20.3,35.6,60,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"13919",1.4,1.5,5.599999905,26.8,36.5,26,"fine","subangular blocky","colluvial sediments, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"116668",1.3,2,5.800000191,35.9,20.6,9,"medium","granular","residual materials developed in igneous and metamorphic rocks","eastern broadleaf forest (oceanic) province","Ap"
"126955",1.3,0.5,8.600000381,0.7,40.1,59.5,"coarse","angular blocky","lacustrine sediments","intermountain semi-desert and desert province","C"
"158382",1.3,0.8,6.5,31.6,29.4,26.5,"coarse","prismatic","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","Bt"
"6859",1.5,0.4,5.699999809,23.6,12.4,146,"fine","subangular blocky","alluvial sediments, thin","outer coastal plain mixed forest province","B"
"118370",1.5,0.5,5.599999905,23.4,49.3,56,"coarse","angular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"15104",1.5,0.3,4.199999809,60.1,35.7,69,"fine","subangular blocky","residual materials developed in alluvial sediments","outer coastal plain mixed forest province","Bt"
"125024",1.9,0.3,4.099999905,57.2,10.8,96.5,"fine and medium","subangular blocky","residual materials developed in alluvial sediments","eastern broadleaf forest (oceanic) province","B"
"89076",1.5,0.6,5,85.1,5.5,9,"fine","granular","eolian sediments, mostly dune sand, thin","great plains steppe province","Ap"
"107029",1.2,0.6,5.199999809,26.1,45.6,98,"medium and coarse","prismatic","residual materials developed in sedimentary rocks, discontinuous","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"167357",1.5,0.2,5.300000191,37.5,24.1,127,"coarse","angular blocky","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Bt"
"21102",1.6,0.6,5.599999905,64.6,18.7,70.5,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (subtropical) province","Bt"
"129076",1.8,0.4,3.799999952,55.8,16,68.5,"medium","platy","colluvial sediments and residual material","central appalachian broadleaf forest-coniferous forest-meadow province","Bx"
"78120",1.6,1.5,5,55.5,13.6,5,"medium","granular","residual materials developed in igneous and metamorphic rocks","southeastern mixed forest province","Ap"
"121364",1.4,1,6.400000095,8.1,33.2,37,"fine","subangular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","Bt"
"39872",1.7,0.3,4,58.7,14.8,68.5,"medium","subangular blocky","residual materials developed in bedrock, discontinuous","eastern broadleaf forest (oceanic) province","B"
"26814",1.2,2,7.099999905,56.3,18.1,1.5,"fine","granular","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","A"
"129553",1.4,1.1,5.699999809,3.4,14.5,9,"fine","granular","proglacial sediments, mostly fine grained, thin","prairie parkland (temperate) province","Ap"
"42772",1.5,1,5.199999809,53.7,29.8,50.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains steppe province","Bt"
"195530",1.5,0.8,5.400000095,43.7,9.3,20.5,"fine","subangular blocky","volcanic rocks, basaltic and andesitic","cascade mixed forest-coniferous forest-alpine meadow province","A"
"190617",1.9,0.6,4.400000095,50.8,5.7,33,"medium","subangular blocky","glacial till sediments, mostly silty, thin","laurentian mixed forest province","E"
"91065",1.6,0.3,5.300000191,66.8,6.6,101.5,"fine","subangular blocky","glacial till sediments, mostly sandy, thin","intermountain semi-desert and desert province","B"
"72799",1.2,0.3,7.099999905,27.2,50.7,50.5,"coarse and very coarse","prismatic","alluvial sediments, thick","intermountain semi-desert and desert province","Bt"
"123102",1.7,0.6,4.099999905,87.5,4.7,43.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","eastern broadleaf forest (oceanic) province","Bhs"
"104153",1.3,1.7,4.199999809,51.3,14,9,"fine and medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","A"
"2262",1.4,0.4,8.199999809,42.5,36.3,130.5,"medium","blocky","coastal zone sediments, mostly fine-grained","southwest plateau and plains dry steppe and shrub province","Bk"
"15085",1.3,0.4,7.599999905,40.4,34.5,82.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","american semi-desert and desert province","Bt"
"208369",1.2,0.9,7.599999905,4,24.2,57,"medium and coarse","prismatic","glacial till sediments, mostly silty, thin","great plains-palouse dry steppe province","Bk"
"189588",2,0.1,6.300000191,73.2,3.6,51,"medium","subangular blocky","proglacial sediments, mostly fine grained, thin","laurentian mixed forest province","E"
"102986",1.4,0.4,4.199999809,3,29.5,38.5,"medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
"12791",1.5,1.3,4.199999809,36.7,4.9,10,"fine","granular","alluvial sediments, thin","outer coastal plain mixed forest province","Ap"
"187729",1.5,0.6,6.5,54.1,21,49.5,"medium","subangular blocky","proglacial sediments, mostly coarse-grained, thin","laurentian mixed forest province","Bt"
"23771",1.7,0.4,7.800000191,69.4,4.6,3.5,"coarse","platy","alluvial sediments, thick","american semi-desert and desert province","A"
"13985",1.8,0.3,4.099999905,67,17.2,116,"medium","subangular blocky","alluvial sediments, thin","outer coastal plain mixed forest province","Bt"
"180857",0.2,27,3.599999905,84.4,4.9,7.5,"fine","granular","glacial till sediments, mostly sandy, discontinuous","adirondack-new england mixed forest-coniferous forest-alpine meadow province","O"
"149140",1.5,0.5,4.099999905,40.4,15.9,51.5,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (oceanic) province","B"
"171929",1.7,0.1,7.599999905,30,30.8,188,"very coarse","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","B"
"110339",1.4,0.6,4.599999905,1.2,46.3,53.5,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Bt"
"95995",1.7,0.8,6.099999905,72.6,14.7,27.5,"medium","granular","residual materials developed in igneous and metamorphic rocks","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","B"
"127746",1.1,2,5.800000191,16.4,29.5,59.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","eastern broadleaf forest (oceanic) province","AB"
"7768",1.7,0.2,5.199999809,61.4,6.9,28,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (subtropical) province","A"
"200015",1.5,0.5,5.300000191,10.1,12.3,75,"medium and coarse","platy","residual materials developed in igneous and metamorphic rocks","great plains-palouse dry steppe province","E"
"207014",1.5,2,5.5,66.5,14.2,9.5,"fine and medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","A"
"94870",1.6,0.3,5,25,22.7,179,"medium","angular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
"125786",1.4,0.4,3.799999952,8.3,33.3,84,"medium","prismatic","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bx"
"59192",1.3,0.5,8,26.9,30.9,49.5,"coarse","subangular blocky","alluvial sediments, thick","california coastal range open woodland-shrub-coniferous forest-meadow province","Bt"
"189419",1.5,0.1,6.400000095,31.7,14.7,80,"fine","subangular blocky","proglacial sediments, mostly fine grained, thin","laurentian mixed forest province","B"
"56587",1.3,1.2,6.800000191,22.1,20.1,5,"medium","granular","colluvial sediments and residual material","great plains steppe province",""
"164616",1,2.9,7.5,22,27.7,12.5,"medium","subangular blocky","residual materials developed in carbonate rocks, discontinuous","intermountain semi-desert province","B"
"171193",1,2.1,4.5,66.1,2.1,36.5,"medium and coarse","granular","glacial till sediments, mostly sandy, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","Bhs"
"153933",1.3,0.8,4.099999905,23,32.4,19.5,"medium","subangular blocky","colluvial sediments and residual material","laurentian mixed forest province","BA"
"157218",1.4,1.6,5.900000095,69.4,13.1,9.5,"fine","granular","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","A"
"20608",1.6,0.4,4.400000095,60.1,14.8,36,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","lower mississippi riverine forest province","Bt"
"162719",1.2,4.2,6.900000095,12.5,46.5,51,"fine and medium","subangular blocky","proglacial sediments, mostly fine grained, thin","eastern broadleaf forest (continental) province","AC"
"98816",1.4,0.7,5.800000191,1.8,27.5,26,"medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
"29184",1.4,0.4,7.699999809,40.7,30.7,183,"medium","subangular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bk"
"147655",1.5,0.5,4.300000191,14.2,36.7,48.5,"fine and medium","subangular blocky","residual materials developed in bedrock, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"109611",1.2,0.6,5.099999905,34.4,27,105,"medium and coarse","subangular blocky","volcanic rocks, basaltic and andesitic","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"160443",1.2,0.7,5.800000191,59.9,21.2,88,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert province","B"
"158033",1.5,0.5,4.300000191,50.4,14.7,54.5,"medium and coarse","blocky","glacial till sediments, mostly silty, thin","central appalachian broadleaf forest-coniferous forest-meadow province","Bx"
"184559",0.9,2,4.599999905,32.5,3.9,19.5,"medium","subangular blocky","glacial till sediments, mostly sandy, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","B"
"174173",1.2,1.7,7.699999809,69.2,12.6,12.5,"fine and medium","subangular blocky","glacial till sediments, mostly sandy, thin","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","B"
"46138",1.3,1.1,8,45.8,15.5,16.5,"medium","subangular blocky","alluvial sediments, thick","american semi-desert and desert province","Bk"
"210483",1.8,0.4,7.699999809,39.2,19.9,122.5,"thin","platy","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","B"
"4719",1.2,1.2,7.300000191,3.9,73.9,48,"coarse","angular blocky","alluvial sediments, thin","prairie parkland (subtropical) province","Bt"
"161386",1.5,0.6,7.699999809,3.5,31.1,81.5,"medium","platy","proglacial sediments, mostly fine grained, thin","eastern broadleaf forest (continental) province","C"
"55995",1.3,1.6,5,69.9,10.5,6.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","A"
"6663",1.3,3.5,3,93.2,0,7.5,"fine and medium","subangular blocky","coastal zone sediments, mostly fine-grained","outer coastal plain mixed forest province","A"
"129568",1.5,0.2,5.5,59.6,10.6,96.5,"coarse","subangular blocky","residual materials developed in igneous and metamorphic rocks","eastern broadleaf forest (oceanic) province","B"
"143627",1.4,0.4,6.300000191,0.8,34.7,58.5,"fine","prismatic","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Bt"
"163426",1.4,3.6,5.800000191,34.2,26.4,11.5,"fine","granular","proglacial sediments, mostly fine grained, thin","eastern broadleaf forest (continental) province","Ap"
"200857",1.6,1.6,4.099999905,31.8,14.9,11.5,"medium","subangular blocky","glacial till sediments, mostly clayey, thin","laurentian mixed forest province","E"
"119148",1.1,1.8,7.599999905,43.5,19.6,40.5,"coarse","subangular blocky","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bk"
"175986",1.3,0.6,6.199999809,24.8,27.8,20,"fine and medium","subangular blocky","volcanic rocks, basaltic and andesitic","intermountain semi-desert province","Bt"
"199857",1.6,0.5,4.300000191,9.8,21.3,65,"medium","angular blocky","residual materials developed in sedimentary rocks, discontinuous","northern rocky mountain forest-steppe-coniferous forest-alpine meadow province","B"
"29600",1.3,1,7.699999809,12.1,39.6,9.5,"medium","granular","residual materials developed in sedimentary rocks, discontinuous","great plains steppe and shrub province","Ap"
"25980",1.6,0.3,4.300000191,37.1,39.9,117,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","southeastern mixed forest province","Bt"
"204829",1.3,0.7,6,3.2,18.3,55,"medium","subangular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","AB"
"156189",1.3,1,6.800000191,29.2,25.4,26.5,"medium","subangular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","Bt"
"176603",1.8,0.4,7,64.4,10.2,22,"very fine and fine","granular","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","E"
"116061",1.5,0.6,5.300000191,80.2,6.2,38,"very fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","B"
"8643",1.3,0.5,7.099999905,10.8,19.6,120.5,"fine","subangular blocky","coastal zone sediments, mostly fine-grained","lower mississippi riverine forest province","B"
"37754",1.1,2,4.300000191,12.4,22.8,103,"coarse","subangular blocky","colluvial sediments, discontinuous","eastern broadleaf forest (oceanic) province","B"
"43841",1.4,1.3,5.5,24,31.7,23.5,"medium","single grain","residual materials developed in sedimentary rocks, discontinuous","great plains steppe province","BA"
"31235",1.6,0.1,7.099999905,70.4,16.1,121,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains steppe and shrub province","Bt"
"136752",1.5,0.5,4.599999905,11.5,29.3,44,"medium","subangular blocky","colluvial sediments, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"121070",1.6,0.3,4.5,14.1,19.9,153.5,"very coarse","prismatic","colluvial sediments, thin","eastern broadleaf forest (continental) province","Bt"
"140238",1.4,0.9,4.699999809,70.6,13,23.5,"fine","granular","colluvial sediments, thin","prairie parkland (temperate) province","A"
"128039",1.3,1.2,4.900000095,5.5,34.5,39.5,"very fine","subangular blocky","residual materials developed in sedimentary rocks, thin","prairie parkland (temperate) province","Bt"
"118267",1.5,2.7,6.699999809,15.9,28.6,21.5,"fine","angular blocky","residual materials developed in sedimentary rocks, thin","prairie parkland (temperate) province","A"
"210046",0.9,0.6,6.099999905,68.7,0.9,120.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","cascade mixed forest-coniferous forest-alpine meadow province","B"
"20230",1.7,0.4,4.300000191,53.2,27.2,178,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","B"
"142544",1.4,0.5,5.5,0.9,36,64.5,"medium","subangular blocky","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Bt"
"204210",1.6,0.4,6,27.2,33.2,55,"medium","subangular blocky","glacial till sediments, mostly clayey, thin","laurentian mixed forest province","Bt"
"35402",1.2,2.3,4.400000095,49.5,24.1,19,"coarse","granular","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","A"
"14113",1.5,0.7,4,52.2,27.3,30.5,"medium","subangular blocky","coastal zone sediments, mostly fine-grained","outer coastal plain mixed forest province","Bt"
"128869",1.3,1.7,4.900000095,4.4,22.9,2.5,"fine","granular","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Ap"
"62234.1",1.1,1.5,7.900000095,32.3,27.2,24,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","great plains-palouse dry steppe province","Bt"
"142793",1.3,1.6,5.800000191,6.4,20.9,2.5,"fine","granular","colluvial sediments, thin","prairie parkland (temperate) province","Ap"
"137138",1.2,0.4,4.400000095,36.2,28.6,70,"very fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","sierran steppe-mixed forest-coniferous forest-alpine meadow province","Bt"
"179238",2,0.5,7.599999905,29.4,27,162.5,"coarse","platy","proglacial sediments, mostly fine grained, thin","eastern broadleaf forest (continental) province","Bk"
"149350",1.5,0.3,6.199999809,12.2,37.4,35,"medium","subangular blocky","glacial till sediments, mostly clayey, thin","eastern broadleaf forest (continental) province","Bt"
"135915",1.5,0.5,5.599999905,6,28.3,64.5,"fine and medium","subangular blocky","proglacial sediments, mostly coarse-grained, thick","prairie parkland (temperate) province","Bt"
"22175",1.4,1.1,7.699999809,14.3,46.9,84,"fine and medium","blocky","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","A"
"103001",1.6,0.4,3.900000095,43,20.9,81,"medium","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"18161",1.4,0.7,7.699999809,40.1,36.6,21.5,"fine","prismatic","alluvial sediments, thick","chihuahuan semi-desert province","Bt"
"202090",1.5,0.3,7.199999809,1,58.6,43.5,"coarse","angular blocky","proglacial sediments, mostly fine grained, thin","laurentian mixed forest province","Bt"
"116445",1.5,0.2,4.099999905,14.2,30.5,67.5,"medium","prismatic","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bx"
"135604",1.5,0.4,4.800000191,7.5,59.3,128,"medium","blocky","residual materials developed in carbonate rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"141500",1.1,1.8,4.699999809,75.5,1.1,27,"fine and medium","subangular blocky","volcanic rocks, basaltic and andesitic","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"187562",1.7,0.6,6.800000191,69.5,4.5,30.5,"fine and medium","subangular blocky","proglacial sediments, mostly coarse-grained, thin","laurentian mixed forest province","B"
"14044",1.5,0.4,3.599999905,35,38.3,51,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southeastern mixed forest province","Bt"
"202730",1.6,0.3,6.400000095,2.2,19.5,34.5,"medium","angular blocky","proglacial sediments, mostly fine grained, thin","laurentian mixed forest province","B"
"183208",1.8,0.3,7.300000191,46.2,21.8,121,"coarse","angular blocky","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","B"
"166342",1.3,1.8,7.199999809,0.8,25.8,10,"fine","granular","eolian sediments, mostly loess, thick","prairie parkland (temperate) province","Ap"
"33545",1.5,0.6,7.900000095,52.7,21.4,92,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","B"
"205866",1.4,3,5.400000095,53.5,19.8,9,"fine","granular","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Ap"
"115069",1.5,0.7,5.199999809,37,20.3,77.5,"medium","angular blocky","glacial till sediments, mostly sandy, thin","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","Bt"
"116385",1.5,0.7,7.900000095,50.9,26,4,"coarse","platy","residual materials developed in sedimentary rocks, discontinuous","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","A"
"149569",1.4,0.7,6.599999905,3.5,38.2,34.5,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (temperate) province","Bt"
"110914",1.2,1.7,4.099999905,62,8.3,7.5,"medium","granular","residual materials developed in igneous and metamorphic rocks","southeastern mixed forest province","A"
"98056",1.1,2.5,5.099999905,9.5,13.7,5,"fine","granular","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","Ap"
"87344",1.6,0.6,7.800000191,73.1,11.1,62,"medium","subangular blocky","alluvial sediments, thin","great plains steppe province","B"
"177028",1.5,0.4,7,49.1,28.3,47,"medium","prismatic","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","Bt"
"140910",1.3,0.2,6.099999905,0.9,28.8,119.5,"medium","prismatic","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","C"
"200780",1,2.6,5.699999809,18.3,16.5,6.5,"fine and medium","granular","alluvial sediments, thin","pacific lowland mixed forest province","AC"
"96689",1.4,0.9,5.599999905,27.8,22.9,37,"medium","subangular blocky","residual materials developed in carbonate rocks, discontinuous","sierran steppe-mixed forest-coniferous forest-alpine meadow province","B"
"187519",1.8,0.3,3.799999952,46.7,21.8,77.5,"coarse","prismatic","glacial till sediments, mostly silty, discontinuous","laurentian mixed forest province","Bt"
"11682",1.5,1,4.599999905,80,2.2,5,"fine","granular","residual materials developed in alluvial sediments","southeastern mixed forest province","Ap"
"209831",1.2,1.3,6.900000095,15,54.8,15,"fine and medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bt"
"135323",1.2,1.4,4.099999905,14.2,17.9,12.5,"fine","granular","colluvial sediments, discontinuous","eastern broadleaf forest (oceanic) province","Ap"
"163860",2,4.1,7.5,70.1,3.4,112.5,"very coarse","subangular blocky","glacial till sediments, mostly sandy, thin","eastern broadleaf forest (oceanic) province","B"
"177448",0.8,3.4,4.699999809,57.6,14.4,35,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","cascade mixed forest-coniferous forest-alpine meadow province","A"
"80051",1.1,2.1,4.5,0.9,23.9,6,"thin","platy","proglacial sediments, mostly fine grained, discontinuous","eastern broadleaf forest (continental) province","Ap"
"104785",1.2,1,5,1.1,47.7,35.5,"fine","subangular blocky","residual materials developed in carbonate rocks, discontinuous","eastern broadleaf forest (continental) province","Bt"
"159379",1.5,0.2,6.400000095,93,3.4,48.5,"medium","subangular blocky","eolian sediments, mostly dune sand, thick","great plains steppe province","AC"
"151038",1.4,1.2,7.699999809,48.9,17.5,15,"fine and medium","granular","alluvial sediments, thin","great plains-palouse dry steppe province","Ap"
"33477",1.6,1,5,41.7,16,5,"very fine","granular","residual materials developed in bedrock, discontinuous","prairie parkland (subtropical) province","Ap"
"181597",1.5,0.5,5.900000095,32.2,18.7,129.5,"medium","subangular blocky","alluvial sediments, thick","intermountain semi-desert province","Bt"
"119362",1.3,0.4,3.900000095,10.6,13.1,38.5,"coarse","platy","glacial till sediments, mostly silty, thin","eastern broadleaf forest (continental) province","E"
"200825",1.3,0.9,7.900000095,17.7,41.3,52,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","middle rocky mountain steppe-coniferous forest-alpine meadow province","Bk"
"36807",1.3,0.7,4.199999809,7.7,54,38,"medium","subangular blocky","residual materials developed in bedrock, discontinuous","southeastern mixed forest province","Bt"
"18692",1.6,0.5,4.5,69,4.8,38,"medium","subangular blocky","alluvial sediments, thin","southeastern mixed forest province","E"
"157874",1.6,0.1,4.900000095,82.5,10.3,180.5,"coarse","subangular blocky","proglacial sediments, mostly coarse-grained, thin","prairie parkland (temperate) province","B"
"136003",1.4,1.3,5,13.2,20.2,16.5,"fine","granular","residual materials developed in bedrock, discontinuous","eastern broadleaf forest (oceanic) province","Ap"
"135109",1.4,0.5,4.300000191,3.6,34.9,51.5,"fine","prismatic","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","Bt"
"69223",1.3,0.1,4.599999905,0.4,15.4,111,"coarse","subangular blocky","eolian sediments, mostly loess, thin","eastern broadleaf forest (continental) province","Bx"
"44333",1.6,0.3,6,42.4,22.5,77,"medium and coarse","angular blocky","alluvial sediments, thick","american semi-desert and desert province","Bt"
"185882",1.1,3.3,6.099999905,33.3,21.9,5.5,"fine","granular","residual materials developed in igneous and metamorphic rocks","middle rocky mountain steppe-coniferous forest-alpine meadow province","A"
"38281",1.6,0.8,6.400000095,45.5,21.1,4.5,"medium","granular","alluvial sediments, thick","great plains-palouse dry steppe province","A"
"154352",1.6,0.4,6.599999905,38.6,23.5,176.5,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (temperate) province","B"
"24357",1.4,0.5,7.599999905,67,18.6,61,"medium","subangular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bt"
"15570",1,3,7.599999905,42.5,24.5,10.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","A"
"62781",1.6,0.6,4.900000095,56.7,15.2,31,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","california coastal chapparral forest and shrub province","B"
"91814",1.4,0.2,7.800000191,2.7,36.2,101.5,"fine","angular blocky","eolian sediments, mostly dune sand, thin","great plains steppe province","Bt"
"16226",1.4,1.5,4.800000191,24.3,40.6,12.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (subtropical) province","Ap"
"82251",1.3,0.4,4.699999809,40.9,11.5,72.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","E"
"62160",1.4,1.1,6.099999905,8.7,19.5,24.5,"fine","granular","residual materials developed in carbonate rocks, discontinuous","eastern broadleaf forest (continental) province","A"
"21955",1,0.3,7.699999809,22.8,19.6,5,"medium","subangular blocky","eolian sediments, mostly loess, thin","chihuahuan semi-desert province","A"
"126954",1.2,0.5,8,10.5,36.9,32.5,"fine","angular blocky","lacustrine sediments","intermountain semi-desert and desert province","C"
"172222",1.6,0.5,6.400000095,87.4,7.7,35.5,"fine","granular","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bt"
"189266",1.2,1,7.599999905,1,20.6,20.5,"fine and medium","subangular blocky","alluvial sediments, thin","great plains steppe province","Bk"
"108702",1.2,0.9,6.5,43.4,25.9,25,"coarse","subangular blocky","residual materials developed in igneous and metamorphic rocks","nevada-utah mountains-semi-desert-coniferous forest-alpine meadow province","Bt"
